Timestamp,qw,qx,qy,qz,yaw,pitch,roll
11646,0.434510,-0.110034,-0.140527,-0.882801,50.907497,-18.445196,9.250533
11766,0.450085,-0.111047,-0.141908,-0.874612,52.968807,-18.783182,9.010113
11886,0.465335,-0.102593,-0.139724,-0.867990,54.985325,-17.946945,8.893589
12006,0.456759,-0.072677,-0.134993,-0.876275,53.768909,-14.518253,10.125484
12129,0.436869,-0.050566,-0.113897,-0.890846,51.354668,-10.929969,9.304534
12250,0.430035,-0.036026,-0.093559,-0.897224,50.635654,-8.343898,7.953308
12370,0.404198,-0.032680,-0.088565,-0.909782,47.394676,-7.530797,7.810901
12490,0.384388,-0.039960,-0.099167,-0.916955,44.824844,-8.599140,8.792771
12610,0.377636,-0.053033,-0.097229,-0.919302,43.966618,-9.842525,8.093229
12730,0.378784,-0.051119,-0.098796,-0.918771,44.100983,-9.716737,8.331127
12852,0.387194,-0.037343,-0.093682,-0.916461,45.218674,-8.105327,8.292984
12972,0.393174,-0.027448,-0.080680,-0.915501,46.067268,-6.528713,7.294262
13092,0.396694,-0.023914,-0.073373,-0.914697,46.551613,-5.852092,6.653205
13212,0.396403,-0.025728,-0.072648,-0.914831,46.513935,-6.008090,6.496742
13332,0.394997,-0.036278,-0.069999,-0.915289,46.334358,-6.990731,5.752015
13452,0.403972,-0.048540,-0.059704,-0.911525,47.527576,-7.858555,4.030396
13572,0.414897,-0.054251,-0.063349,-0.906033,48.901756,-8.677459,4.047472
13693,0.433645,-0.069933,-0.073891,-0.895317,51.286667,-10.912429,4.185127
13813,0.470029,-0.090692,-0.087268,-0.873626,56.077938,-13.915982,3.971206
13933,0.538494,-0.141965,-0.111733,-0.823029,66.044830,-20.733246,1.900966
14053,0.611161,-0.171271,-0.149201,-0.758207,77.490761,-26.237343,1.079729
14174,0.676921,-0.173332,-0.206891,-0.684779,88.429466,-31.163755,3.261726
14294,0.747202,-0.175660,-0.259376,-0.586131,102.803444,-36.408043,2.959280
14415,0.812253,-0.160283,-0.296747,-0.475906,118.681969,-39.392284,1.636220
14537,0.856205,-0.137833,-0.310704,-0.389063,130.971329,-39.739868,0.427781
14657,0.884701,-0.105011,-0.311701,-0.330319,138.540512,-38.381748,1.470393
14777,0.905257,-0.078975,-0.300720,-0.289538,143.805191,-36.170441,2.211792
14898,0.921213,-0.073766,-0.288809,-0.250011,149.447433,-34.680077,0.592350
15019,0.927007,-0.077745,-0.301520,-0.209023,155.008057,-36.265251,-1.285708
15140,0.930325,-0.090983,-0.306737,-0.179226,159.624344,-37.109669,-4.267013
15261,0.930163,-0.089660,-0.311290,-0.172764,160.416443,-37.595390,-4.287680
15384,0.930018,-0.088708,-0.312756,-0.171388,160.550415,-37.744694,-4.191408
15504,0.929727,-0.086372,-0.312667,-0.174294,160.041641,-37.697933,-3.740005
15624,0.929036,-0.089008,-0.315281,-0.171927,160.462723,-38.055233,-4.149216
15744,0.928729,-0.090559,-0.318238,-0.167268,161.156433,-38.419113,-4.520280
15864,0.929569,-0.095581,-0.323449,-0.148792,163.947281,-39.033810,-6.018496
15984,0.923352,-0.086871,-0.363694,-0.087135,172.273514,-43.375347,-7.672457
16104,0.915280,-0.067431,-0.396799,-0.016027,182.022507,-46.763031,-9.301437
16227,0.919164,-0.016953,-0.382941,0.090548,194.571091,-44.499287,-8.101284
16347,0.929460,-0.015420,-0.326239,0.171539,204.306885,-36.953201,-10.132783
16467,0.941306,-0.001544,-0.243232,0.234031,209.751617,-27.205832,-7.543392
16587,0.944645,-0.028217,-0.150003,0.290415,215.319412,-15.486426,-8.379453
16707,0.947589,-0.038515,-0.025398,0.316129,216.959335,-1.362730,-5.110426
16827,0.941759,0.008509,0.110526,0.317479,217.776733,11.699291,5.050611
16949,0.917671,0.025923,0.175025,0.355762,223.997513,17.625029,10.404048
17069,0.906016,0.017952,0.194452,0.375491,226.937897,19.808161,10.940423
17189,0.907033,0.026441,0.201415,0.368803,226.418594,20.235304,12.090583
17309,0.908942,0.035003,0.210260,0.358303,225.488098,20.924953,13.263918
17429,0.914758,0.001475,0.172214,0.365445,224.808472,18.299824,7.782699
17549,0.953806,-0.045032,0.029659,0.295529,214.266083,4.772203,-3.934236
17669,0.959847,-0.036602,-0.167213,0.222227,207.436356,-17.741945,-8.731465
17792,0.917027,0.007977,-0.341723,0.205460,208.569061,-39.051353,-9.321905
17912,0.855968,0.025633,-0.464805,0.224964,217.745514,-53.828053,-16.259159
18032,0.825736,0.017280,-0.513871,0.231928,225.076202,-58.943455,-23.999834
18152,0.803920,0.044418,-0.540299,0.244556,229.337158,-62.928677,-25.072430
18272,0.789408,0.087890,-0.552375,0.252949,229.103500,-66.428520,-20.598404
18392,0.788388,0.094364,-0.552121,0.254350,228.683960,-66.718430,-19.521534
18512,0.787592,0.103544,-0.558743,0.238274,224.731384,-68.351952,-16.240503
18635,0.789626,0.142257,-0.562531,0.199508,208.333710,-70.933784,0.035046
18755,0.810825,0.126129,-0.538803,0.190628,206.546646,-67.195992,-0.130717
18875,0.813984,0.118735,-0.532974,0.198148,209.018250,-66.165894,-2.541600
18995,0.819668,0.108330,-0.526184,0.198825,209.992386,-64.913635,-4.280743
19115,0.827510,0.084812,-0.515361,0.205983,213.433334,-62.607079,-8.996588
19235,0.839843,0.071490,-0.491505,0.219017,215.262222,-58.969006,-10.643963
19355,0.850830,0.041252,-0.460832,0.249023,220.524521,-53.583694,-15.567608
19478,0.861162,-0.009144,-0.429016,0.272494,224.629318,-47.216160,-21.556204
19598,0.856725,-0.019419,-0.430839,0.282868,226.929688,-46.655190,-23.802519
19719,0.853771,-0.020358,-0.430002,0.292832,228.449051,-46.246639,-24.483475
19839,0.854272,-0.027181,-0.426074,0.296537,228.969269,-45.385242,-25.208563
19959,0.857019,-0.036138,-0.417627,0.299654,229.067795,-43.961143,-25.706888
20079,0.858583,-0.045789,-0.409160,0.305480,229.587265,-42.424755,-26.434240
20199,0.867253,-0.046843,-0.397975,0.295442,227.222260,-41.499268,-24.990026
20321,0.883498,-0.070153,-0.361541,0.289466,224.555832,-36.743042,-24.575756
20441,0.891569,-0.093214,-0.336981,0.287839,223.494095,-33.176647,-25.490442
20561,0.895898,-0.095882,-0.321706,0.290981,223.073105,-31.374651,-24.866806
