Time(ms),AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,label
26092,0.94,-0.64,10.04,0.01,-0.04,-0.02,27.64,-22.41,-49.94,3
26232,0.95,-0.63,9.99,0.01,-0.04,0.01,28.4,-21.97,-48.96,3
26372,0.96,-0.66,9.9,0.02,-0.04,-0.02,28.03,-22.16,-48.76,3
26511,0.98,-0.61,9.8,0.0,-0.04,-0.03,28.3,-22.07,-49.59,3
26656,0.94,-0.6,9.9,0.01,-0.02,-0.01,28.02,-22.11,-48.93,3
26795,0.95,-0.71,9.9,0.01,-0.06,0.01,28.4,-21.69,-49.34,3
26935,0.97,-0.77,9.69,0.02,-0.05,0.0,28.05,-22.24,-50.26,3
27075,0.96,-0.68,9.95,0.02,-0.03,0.0,27.68,-21.51,-48.57,3
27214,0.91,-0.8,9.71,0.01,-0.04,0.01,27.64,-22.0,-48.99,3
27354,0.95,-0.68,9.71,-0.01,-0.04,-0.01,28.11,-21.59,-49.31,3
27494,0.93,-0.84,9.91,-0.0,-0.01,-0.01,28.19,-21.73,-49.31,3
27633,0.96,-0.52,9.8,0.04,-0.05,-0.01,28.06,-22.17,-48.96,3
27779,0.91,-0.65,9.88,0.03,-0.03,-0.0,27.8,-21.97,-48.67,3
27918,0.94,-0.82,9.95,0.02,-0.01,0.01,28.41,-22.73,-49.37,3
28058,0.86,-0.7,9.77,0.01,-0.06,-0.01,27.89,-22.65,-49.27,3
28198,0.99,-0.52,10.01,0.01,-0.07,-0.01,28.9,-22.14,-48.57,3
28337,0.99,-0.61,10.04,0.03,-0.03,-0.01,28.16,-23.12,-49.61,3
28477,0.95,-0.55,9.89,0.02,-0.04,-0.02,28.4,-22.68,-49.42,3
28617,0.91,-0.63,9.89,0.0,-0.03,-0.02,28.43,-22.43,-49.37,3
28756,0.88,-0.7,9.95,0.02,-0.03,0.0,29.52,-22.11,-49.33,3
28896,0.85,-0.65,9.97,0.02,-0.03,-0.0,29.06,-22.35,-49.52,3
29041,0.81,-0.7,9.76,-0.03,-0.07,-0.01,28.6,-22.11,-49.62,3
29181,0.84,-0.64,9.87,0.0,-0.06,-0.0,28.91,-22.2,-49.69,3
29321,0.85,-0.6,9.9,0.01,-0.08,0.01,28.91,-22.41,-50.42,3
29460,0.9,-0.71,9.77,0.02,-0.07,-0.0,28.75,-22.2,-49.18,3
29600,0.91,-0.64,9.72,0.01,-0.04,-0.01,28.75,-22.03,-50.72,3
29740,0.9,-0.73,9.97,0.01,-0.02,0.01,28.68,-21.85,-50.86,3
29879,0.89,-0.7,10.05,0.01,-0.01,0.0,29.16,-21.24,-50.13,3
30019,0.92,-0.72,10.06,-0.08,-0.08,-0.01,28.47,-21.09,-49.91,3
30164,0.87,-0.62,9.77,0.03,-0.02,0.01,28.69,-22.03,-50.26,3
30303,0.92,-0.64,9.9,0.03,-0.05,0.01,28.4,-21.94,-50.15,3
30443,0.91,-0.76,9.96,0.02,-0.03,0.01,28.94,-21.15,-49.71,3
30583,0.81,-0.56,9.98,0.05,-0.01,-0.02,29.3,-21.73,-50.72,3
30722,0.87,-0.95,9.77,0.06,-0.09,0.02,29.49,-22.9,-50.8,3
30862,0.97,-0.33,9.76,0.01,-0.04,-0.03,29.2,-23.11,-49.44,3
31001,0.89,-0.68,9.85,0.01,-0.04,0.0,28.22,-22.3,-50.92,3
31141,0.84,-0.44,9.83,0.01,-0.04,0.01,27.8,-22.41,-50.34,3
31281,0.88,-0.63,9.89,-0.01,-0.07,0.01,29.0,-22.62,-49.97,3
31426,0.82,-0.7,9.74,-0.03,-0.07,0.02,28.59,-22.36,-49.97,3
31566,0.8,-0.48,9.68,0.02,-0.06,0.02,29.6,-22.19,-49.65,3
31706,0.81,-0.48,9.67,0.04,-0.05,0.01,29.9,-22.39,-49.97,3
31845,0.92,-0.52,9.69,0.02,-0.05,-0.01,28.33,-22.67,-50.2,3
31985,0.82,-0.49,9.46,-0.02,-0.06,-0.05,29.8,-22.98,-49.37,3
32125,0.88,-0.57,9.8,-0.01,-0.02,0.06,29.44,-23.05,-49.81,3
32264,0.71,-0.83,10.22,0.02,-0.05,0.03,29.77,-22.49,-48.99,3
32404,0.68,-0.5,9.91,0.04,-0.09,-0.01,29.3,-23.03,-49.01,3
32543,0.83,-0.54,9.48,0.04,-0.09,0.0,29.3,-22.95,-50.38,3
32688,0.91,-0.64,10.01,0.04,-0.02,0.01,29.01,-23.4,-50.82,3
32828,0.9,-0.29,10.24,-0.0,-0.07,-0.02,29.0,-23.17,-50.82,3
32967,0.87,-0.3,9.72,0.04,-0.03,0.04,28.97,-22.84,-50.26,3
33107,0.9,-0.66,9.89,-0.0,-0.04,0.02,28.91,-23.05,-49.69,3
2739,9.69,0.88,0.31,0.03,-0.04,0.04,-23.82,-31.66,2.7,4
2875,9.68,1.07,0.66,-0.0,-0.01,0.0,-23.69,-31.29,3.19,4
3012,9.77,1.01,0.51,-0.01,-0.04,-0.01,-23.94,-31.31,2.28,4
3149,9.67,0.72,0.55,0.02,-0.02,0.01,-24.7,-32.02,2.81,4
3286,9.67,0.8,0.56,0.04,-0.02,-0.01,-24.39,-32.11,3.05,4
3422,9.64,0.79,0.58,0.02,-0.04,-0.01,-23.84,-31.45,3.05,4
3559,9.71,0.95,0.61,0.02,-0.06,0.01,-24.33,-31.51,2.48,4
3696,9.7,0.95,0.61,0.02,-0.04,0.0,-24.25,-31.64,2.75,4
3839,9.74,0.96,0.77,0.01,-0.03,0.0,-23.78,-32.21,1.97,4
3976,9.72,0.92,0.71,-0.01,-0.01,0.0,-24.38,-31.53,2.92,4
4114,9.67,0.92,0.59,0.01,-0.04,0.01,-24.04,-31.98,1.87,4
4250,9.69,0.85,0.71,0.02,-0.04,-0.0,-24.07,-31.32,2.35,4
4387,9.65,0.8,0.6,0.03,-0.05,0.01,-24.31,-31.8,2.66,4
4524,9.7,0.85,0.69,0.02,-0.05,-0.0,-23.91,-31.79,2.22,4
4660,9.74,0.92,0.8,0.01,-0.04,0.01,-23.38,-31.73,2.19,4
4795,9.71,0.8,0.8,0.0,-0.03,0.0,-24.22,-31.86,1.99,4
4931,9.68,0.8,0.75,0.01,-0.05,0.0,-24.2,-31.31,1.58,4
5067,9.7,0.76,0.81,0.01,-0.05,-0.01,-24.2,-31.57,2.1,4
5199,9.7,0.77,0.62,-0.01,-0.05,-0.02,-24.41,-31.31,1.96,4
5334,9.66,0.81,0.54,0.02,-0.06,0.01,-23.68,-31.63,1.81,4
5470,9.69,0.86,0.75,0.02,-0.05,-0.0,-24.2,-31.98,1.9,4
5606,9.75,0.95,0.75,0.02,-0.05,-0.01,-23.85,-31.22,1.78,4
5742,9.74,0.91,0.72,0.02,-0.03,0.0,-24.0,-31.32,3.08,4
5877,9.69,0.82,0.65,0.02,-0.04,0.0,-24.09,-30.97,1.97,4
6013,9.64,0.73,0.68,0.02,-0.06,0.0,-24.0,-31.22,2.03,4
6149,9.78,0.81,0.77,0.04,-0.09,-0.01,-24.22,-30.36,1.07,4
6285,9.71,0.78,0.84,0.03,-0.03,0.0,-24.67,-31.47,1.71,4
6426,9.69,0.96,0.68,0.0,0.01,-0.01,-24.92,-31.75,1.36,4
6562,9.59,0.72,0.57,0.02,-0.04,-0.02,-23.91,-31.91,0.2,4
6698,9.81,0.74,0.75,0.01,-0.03,-0.01,-24.32,-31.35,1.45,4
6833,9.66,0.8,0.81,0.01,-0.04,0.04,-23.41,-31.37,1.37,4
6969,9.7,0.84,0.65,-0.01,-0.05,-0.01,-24.09,-30.58,1.21,4
7105,9.68,0.69,0.87,0.02,-0.05,0.01,-23.94,-31.51,1.45,4
7241,9.72,0.81,0.83,0.02,-0.03,-0.01,-23.74,-31.1,0.69,4
7376,9.7,0.85,0.88,0.0,-0.04,-0.01,-24.06,-31.7,1.51,4
7512,9.71,0.86,0.88,0.0,-0.04,-0.01,-23.9,-31.09,1.29,4
7653,9.74,0.86,0.87,-0.0,-0.04,-0.01,-23.43,-31.63,2.06,4
7789,9.68,0.78,0.78,0.01,-0.04,-0.01,-23.84,-31.75,2.44,4
7924,9.68,0.76,0.76,0.03,-0.05,-0.0,-23.34,-32.04,1.07,4
8060,9.74,0.9,0.86,0.03,-0.04,-0.02,-23.3,-32.18,0.88,4
8196,9.73,0.8,0.94,-0.01,-0.03,0.01,-22.99,-31.7,1.1,4
8332,9.71,0.81,0.8,0.0,-0.04,0.01,-23.66,-31.58,0.77,4
8467,9.68,0.72,0.75,0.03,-0.07,0.01,-24.2,-31.44,0.42,4
8603,9.71,0.78,0.9,0.01,-0.03,-0.0,-23.62,-31.26,1.52,4
8739,9.64,0.71,0.73,0.01,-0.03,-0.01,-23.74,-31.2,1.39,4
8879,9.66,0.76,0.81,0.02,-0.06,-0.0,-23.75,-30.84,1.65,4
9015,9.68,0.8,0.87,0.02,-0.06,-0.0,-23.85,-31.34,0.15,4
9151,9.71,0.8,0.87,0.02,-0.06,-0.01,-23.4,-31.34,1.29,4
9287,9.71,0.78,0.85,0.02,-0.03,-0.0,-24.09,-30.65,0.32,4
9422,9.73,0.83,0.93,0.01,-0.04,-0.01,-23.62,-31.25,0.51,4
9558,9.75,0.79,0.93,0.01,-0.03,-0.0,-23.38,-31.04,0.42,4
9694,9.76,0.82,0.87,0.01,-0.04,-0.0,-23.88,-31.32,1.27,4
9830,9.66,0.67,0.85,0.01,-0.04,0.01,-24.36,-31.13,0.77,4
9965,9.69,0.77,0.9,0.01,-0.03,-0.01,-25.08,-31.34,-0.41,4
10106,9.72,0.85,0.97,0.0,-0.04,-0.0,-24.54,-31.12,0.56,4
10242,9.68,0.82,0.97,0.01,-0.03,-0.01,-24.58,-31.54,0.51,4
10377,9.66,0.67,0.7,0.02,-0.05,-0.03,-24.73,-31.29,0.61,4
10513,9.74,0.71,0.9,0.02,-0.06,0.0,-24.41,-31.04,0.7,4
10649,9.75,0.84,0.95,-0.0,-0.03,-0.01,-24.09,-31.07,1.1,4
10785,9.64,0.73,0.91,0.02,-0.04,-0.02,-24.86,-30.46,0.53,4
10920,9.72,0.86,0.83,0.02,-0.05,-0.03,-23.98,-31.76,0.39,4
11056,9.71,0.92,0.85,0.03,-0.09,0.0,-24.5,-30.85,0.64,4
11197,9.6,0.73,0.95,0.02,-0.02,-0.0,-25.14,-30.9,0.44,4
11333,9.73,0.97,1.0,0.01,-0.03,-0.02,-24.74,-30.8,0.5,4
11468,9.72,0.89,0.93,0.01,-0.07,-0.0,-24.95,-31.5,0.86,4
11604,9.63,0.69,0.89,0.01,-0.05,0.0,-24.42,-30.56,1.07,4
11740,9.66,0.94,0.69,0.03,-0.08,-0.01,-24.79,-30.69,0.58,4
11875,9.52,0.64,0.67,0.04,-0.06,0.01,-24.67,-30.66,1.14,4
12011,9.67,0.72,0.81,0.03,-0.08,0.01,-24.73,-30.94,1.11,4
12147,9.68,0.7,1.01,0.0,-0.04,-0.01,-25.33,-30.56,1.15,4
12283,9.76,0.89,0.94,0.03,-0.03,-0.01,-24.9,-30.74,0.99,4
12423,9.68,0.89,0.85,0.01,-0.02,-0.0,-24.69,-30.91,1.64,4
12559,9.56,0.56,0.91,0.0,-0.04,-0.01,-24.79,-30.59,0.63,4
12695,9.87,0.99,0.82,-0.01,-0.04,-0.02,-24.64,-31.03,1.11,4
12831,9.67,0.7,0.94,0.0,-0.01,0.03,-24.9,-30.68,1.15,4
12966,9.66,0.73,0.88,0.04,-0.03,-0.02,-24.25,-30.75,0.69,4
13102,9.71,0.85,0.96,0.03,-0.03,-0.01,-24.45,-30.52,1.24,4
13238,9.7,0.83,1.01,0.02,-0.05,0.01,-24.42,-30.49,0.1,4
13374,9.68,0.83,1.01,0.02,-0.05,0.01,-24.32,-30.53,-0.26,4
13509,9.62,0.98,0.54,0.26,-0.09,-0.02,-24.5,-30.09,-0.04,4
13650,9.66,0.78,0.89,0.03,-0.07,0.01,-24.74,-30.06,0.73,4
13786,9.68,0.78,1.01,0.03,-0.06,0.0,-25.12,-30.61,1.43,4
13921,9.62,0.71,0.79,0.03,-0.07,0.0,-25.11,-30.34,1.1,4
14057,9.69,0.71,1.01,0.02,-0.03,0.0,-25.12,-30.3,0.32,4
14193,9.71,0.76,0.99,0.02,-0.06,-0.01,-25.07,-29.93,0.91,4
14329,9.71,0.79,0.99,0.01,-0.06,0.0,-25.71,-29.71,0.99,4
14464,9.74,0.78,1.04,0.0,-0.04,-0.01,-25.86,-30.36,1.53,4
14600,9.68,0.72,1.02,-0.0,-0.01,0.0,-25.96,-30.43,0.57,4
14736,9.64,0.75,0.92,0.02,-0.05,-0.01,-25.14,-30.21,-0.66,4
14877,9.67,0.77,1.02,0.01,-0.06,0.01,-26.16,-30.74,0.25,4
15013,9.67,0.74,1.1,0.02,-0.04,-0.0,-24.86,-30.05,1.13,4
15149,9.74,0.82,1.11,0.0,-0.04,-0.01,-25.11,-30.43,-0.19,4
15285,9.69,0.77,1.04,-0.0,-0.03,-0.01,-24.98,-30.33,0.28,4
15420,9.65,0.72,0.96,-0.01,-0.02,-0.01,-24.8,-30.53,-0.01,4
15556,9.7,0.78,1.03,0.01,-0.04,0.01,-25.11,-30.88,0.76,4
15692,9.66,0.7,1.05,0.01,-0.05,0.01,-24.79,-30.15,1.11,4
15828,9.79,1.06,0.91,0.22,-0.1,-0.01,-25.12,-29.98,0.58,4
15963,9.73,0.69,1.17,0.0,-0.04,-0.01,-25.12,-30.24,-0.51,4
16104,9.73,0.76,1.11,0.0,-0.03,-0.01,-25.02,-30.39,-0.58,4
16240,9.68,0.79,1.04,-0.0,-0.02,-0.01,-24.33,-30.55,0.61,4
16375,9.68,0.74,0.93,0.02,-0.05,-0.01,-24.86,-30.56,0.44,4
16511,9.72,0.71,1.11,0.01,-0.03,-0.01,-24.45,-30.43,3.48,4
16647,9.64,0.76,0.89,0.02,-0.04,0.02,-24.25,-30.2,0.29,4
16783,9.62,0.75,0.91,0.02,-0.06,-0.01,-24.74,-29.52,0.47,4
16918,9.66,0.7,0.94,0.03,-0.07,-0.01,-24.74,-30.11,-0.75,4
17054,9.7,0.71,1.11,0.03,-0.05,0.0,-24.8,-30.2,-0.8,4
17190,9.66,0.73,1.05,0.01,-0.04,-0.01,-25.2,-29.55,-0.35,4
17331,9.75,0.82,1.1,0.0,-0.05,-0.01,-24.71,-29.98,0.09,4
17466,9.71,0.76,1.02,0.02,-0.04,0.01,-24.67,-29.67,0.18,4
17602,9.62,0.69,1.05,0.03,-0.04,0.0,-25.18,-29.93,-0.57,4
17738,9.65,0.73,1.06,0.02,-0.05,-0.02,-24.98,-29.77,-1.7,4
17874,9.71,0.78,1.13,0.02,-0.06,-0.02,-25.1,-30.2,-0.12,4
18009,9.71,0.78,1.09,0.02,-0.02,-0.01,-25.4,-29.83,0.44,4
18145,9.66,0.76,1.02,0.01,-0.03,-0.0,-25.04,-29.79,-0.56,4
18281,9.67,0.71,1.12,0.0,-0.04,-0.01,-25.01,-30.33,-0.66,4
18421,9.65,0.68,1.03,0.02,-0.05,0.01,-25.56,-29.96,-0.35,4
18557,9.69,0.64,1.13,0.03,-0.06,0.0,-25.12,-30.21,-1.34,4
18693,9.69,0.67,1.13,0.02,-0.05,-0.01,-25.52,-30.12,0.19,4
18829,9.76,0.74,1.24,0.06,-0.05,-0.01,-25.62,-30.39,-1.49,4
18964,9.67,0.78,1.08,-0.0,-0.04,0.0,-24.83,-31.07,-0.35,4
19106,9.63,0.74,1.0,0.02,-0.04,-0.02,-24.79,-31.06,0.25,4
19242,9.77,0.83,1.18,0.02,-0.07,-0.0,-24.96,-30.44,-3.58,4
19377,9.65,0.82,1.03,0.01,-0.04,0.01,-24.58,-30.72,0.66,4
19513,9.56,0.7,0.97,0.0,-0.03,0.0,-24.74,-31.18,-0.38,4
19654,9.66,0.73,1.02,0.02,-0.07,-0.02,-24.69,-30.44,-0.06,4
19790,9.71,0.83,1.25,0.04,-0.06,-0.02,-25.11,-30.66,1.2,4
19925,9.7,0.81,1.1,0.03,-0.04,-0.01,-25.52,-30.23,3.55,4
20061,9.66,0.75,1.09,0.01,-0.05,-0.01,-25.37,-30.53,0.53,4
20204,9.68,0.77,1.1,0.02,-0.06,-0.01,-24.98,-31.01,0.19,4
20339,9.7,0.86,1.08,0.0,-0.05,-0.0,-24.61,-30.75,0.34,4
20475,9.66,0.79,1.12,0.01,-0.06,-0.0,-24.42,-30.78,-0.28,4
20611,9.77,0.91,1.17,-0.0,-0.03,-0.02,-24.79,-30.61,-0.98,4
20747,9.7,0.83,0.98,0.01,-0.03,-0.01,-25.07,-30.96,0.51,4
20888,9.68,0.85,1.03,0.0,-0.03,0.0,-25.26,-30.06,-0.19,4
21024,9.61,0.75,1.09,0.02,-0.05,0.0,-25.5,-30.91,0.39,4
21160,9.7,0.82,1.1,0.02,-0.03,-0.0,-24.74,-30.44,0.67,4
21295,9.68,0.75,1.02,0.03,-0.05,0.0,-24.88,-30.24,0.73,4
21431,9.69,0.78,1.21,0.01,-0.05,0.0,-24.61,-29.93,1.08,4
21567,9.69,0.76,0.95,0.02,-0.04,-0.01,-24.25,-30.78,0.42,4
21703,9.61,0.74,0.89,0.02,-0.06,-0.0,-24.29,-30.96,1.11,4
21838,9.64,0.82,0.99,0.02,-0.05,-0.01,-24.13,-30.47,0.22,4
21974,9.71,0.9,1.05,0.03,-0.05,-0.01,-24.42,-30.71,1.94,4
22130,9.71,0.87,1.12,0.03,-0.04,-0.0,-24.61,-30.56,1.32,4
22270,9.66,0.79,1.08,0.02,-0.05,0.01,-24.51,-31.19,-0.29,4
22410,9.65,0.78,1.06,0.01,-0.05,0.0,-24.6,-30.62,0.7,4
22549,9.74,0.81,1.05,0.03,-0.06,-0.0,-24.42,-30.37,0.61,4
22689,9.72,0.8,1.29,0.01,-0.03,0.01,-24.77,-29.47,0.47,4
22829,9.72,0.73,1.32,-0.01,-0.02,-0.01,-24.92,-29.93,-0.67,4
22968,9.68,0.76,1.03,0.03,-0.01,-0.02,-25.31,-29.98,0.75,4
23108,9.73,0.86,1.22,0.03,-0.05,0.01,-25.68,-29.42,1.05,4
23248,9.67,0.74,1.27,0.0,-0.04,0.01,-26.25,-29.73,-0.15,4
23393,9.64,0.71,1.09,0.01,-0.04,-0.0,-25.88,-29.93,-0.37,4
23533,9.67,0.8,0.95,0.04,-0.05,-0.0,-26.03,-29.61,0.26,4
23672,9.64,0.74,1.12,0.03,-0.07,-0.02,-25.84,-30.04,-0.77,4
23812,9.74,0.79,1.21,0.03,-0.06,-0.02,-26.34,-30.81,-0.22,4
23952,9.75,0.83,1.24,0.02,-0.04,0.01,-26.32,-30.58,0.15,4
24091,9.65,0.79,1.19,0.02,-0.03,0.0,-26.35,-30.42,-0.98,4
24231,9.7,0.89,1.09,-0.01,-0.05,-0.0,-26.41,-30.8,-0.8,4
24371,9.58,0.69,0.93,0.01,-0.07,-0.0,-26.31,-29.83,3.13,4
24515,9.65,0.77,1.03,0.03,-0.06,0.01,-25.46,-29.77,0.42,4
24655,9.68,0.82,1.08,0.03,-0.06,-0.0,-25.8,-30.28,0.79,4
24794,9.69,0.78,1.23,0.03,-0.05,-0.01,-25.1,-30.36,-0.69,4
24934,9.74,0.82,1.19,0.01,-0.03,-0.01,-26.25,-29.82,-0.1,4
25074,9.68,0.76,1.11,0.02,-0.05,0.0,-25.26,-30.56,1.04,4
25213,9.69,0.75,1.11,0.01,-0.04,0.0,-25.08,-29.93,0.6,4
25353,9.73,0.76,1.22,0.02,-0.04,-0.0,-24.47,-30.43,0.15,4
25493,9.74,0.77,1.22,0.03,-0.03,-0.01,-26.12,-29.64,-0.64,4
25632,9.7,0.75,1.37,-0.04,-0.03,0.01,-25.81,-30.34,-0.56,4
25777,9.67,0.76,1.17,-0.02,-0.04,0.0,-25.05,-30.24,-0.5,4
25916,9.69,0.77,1.1,0.03,-0.04,-0.01,-24.6,-30.62,-0.34,4
26056,9.7,0.81,1.07,0.02,-0.05,0.02,-24.88,-31.06,-0.06,4
26196,9.59,0.57,1.03,0.01,-0.06,0.0,-24.96,-30.34,-0.64,4
26335,9.83,0.9,1.19,-0.07,0.03,0.02,-24.29,-30.27,-1.04,4
26475,9.53,0.44,0.95,0.01,-0.1,0.02,-25.15,-30.18,-0.06,4
26615,9.75,0.61,1.11,0.01,-0.11,0.0,-25.31,-30.53,1.34,4
26754,9.73,0.57,1.31,0.0,-0.06,0.02,-25.1,-30.59,0.88,4
26894,9.78,0.74,1.02,-0.02,-0.03,-0.0,-25.49,-29.64,1.3,4
27040,9.64,0.55,0.94,0.03,-0.06,0.02,-25.36,-30.27,1.4,4
27179,9.74,0.57,1.1,0.01,-0.02,-0.02,-25.33,-30.2,0.32,4
27319,9.69,0.52,0.78,0.01,-0.04,-0.01,-25.39,-29.74,-0.47,4
27458,9.59,0.43,0.96,0.05,-0.07,-0.0,-25.52,-30.06,-0.07,4
27598,9.77,0.76,1.21,0.06,-0.06,-0.05,-25.17,-30.08,0.37,4
27738,9.8,0.83,1.12,0.01,-0.03,-0.02,-25.55,-30.02,0.5,4
27877,9.67,0.72,1.12,0.01,-0.03,0.03,-25.02,-30.02,0.77,4
28017,9.69,0.66,0.99,0.01,-0.07,0.01,-24.9,-30.31,1.05,4
28157,9.76,0.6,1.14,-0.03,-0.0,0.02,-25.43,-30.46,0.64,4
28302,9.68,0.51,1.07,-0.01,-0.01,-0.0,-25.45,-29.58,0.76,4
28442,9.71,0.64,1.15,0.05,-0.0,-0.04,-25.33,-30.44,0.28,4
28582,9.75,0.69,1.17,0.02,-0.06,0.02,-25.12,-30.23,-0.7,4
28721,9.63,0.57,1.13,0.02,-0.05,0.01,-25.23,-30.53,-0.25,4
28861,9.71,0.66,1.13,0.04,-0.04,0.0,-26.07,-30.36,-0.7,4
29000,9.65,0.55,1.13,0.03,-0.04,-0.01,-25.59,-30.65,-0.13,4
29140,9.69,0.59,1.03,0.02,-0.06,-0.01,-26.56,-30.72,0.66,4
29280,9.64,0.55,1.06,0.02,-0.06,0.02,-26.24,-30.25,0.72,4
29419,9.68,0.71,1.2,0.02,-0.08,-0.01,-26.13,-29.61,-0.03,4
29565,9.66,0.77,1.04,0.07,-0.07,-0.01,-25.91,-30.36,0.6,4
29705,9.75,0.7,1.2,0.02,-0.04,-0.04,-26.09,-30.09,0.57,4
29844,9.74,0.68,1.21,-0.0,-0.05,0.01,-25.69,-30.23,-0.18,4
29984,9.59,0.56,0.91,-0.01,-0.04,0.01,-25.52,-29.85,0.45,4
30124,9.67,0.65,0.98,0.04,-0.07,-0.0,-26.35,-29.64,-0.42,4
30263,9.7,0.65,1.1,0.04,-0.05,-0.01,-26.19,-29.98,0.73,4
30403,9.75,0.71,1.23,0.02,-0.05,-0.01,-25.62,-29.42,0.18,4
30542,9.73,0.78,1.23,-0.0,-0.03,-0.01,-25.5,-30.37,1.1,4
30688,9.74,0.83,1.06,-0.0,-0.02,-0.02,-25.36,-30.17,0.69,4
30828,9.73,0.77,1.19,0.01,-0.04,-0.01,-25.33,-30.02,0.76,4
30967,9.66,0.51,0.7,0.03,-0.11,0.01,-24.92,-29.74,1.1,4
31108,9.61,0.39,0.94,0.06,-0.06,-0.02,-25.11,-30.14,1.72,4
31248,9.77,0.69,1.14,0.04,-0.03,-0.02,-25.52,-29.14,0.63,4
31387,9.75,0.9,1.13,-0.01,-0.0,-0.02,-25.12,-29.76,0.07,4
31527,9.87,1.0,1.01,-0.0,0.02,0.05,-24.55,-29.82,-0.01,4
31666,9.25,-0.04,1.4,0.03,-0.09,0.02,-25.23,-29.77,-0.19,4
31806,9.9,0.68,1.23,-0.02,-0.02,-0.07,-24.76,-30.62,-0.89,4
31951,9.72,0.92,1.27,-0.0,-0.0,-0.02,-25.58,-30.05,0.8,4
32090,9.63,0.83,1.02,0.02,-0.07,-0.01,-25.15,-29.49,-0.41,4
32230,9.64,0.68,1.25,0.03,-0.04,-0.01,-24.88,-30.21,0.48,4
32370,9.74,0.94,1.23,0.02,-0.03,-0.02,-25.72,-30.11,0.86,4
32509,9.75,0.98,1.2,-0.01,-0.04,-0.02,-25.17,-30.58,0.04,4
32649,9.6,0.63,0.73,0.02,-0.07,-0.01,-24.92,-30.28,0.38,4
2686,0.86,0.37,10.0,0.02,-0.04,-0.0,13.21,-30.04,-45.41,5
2822,0.85,0.3,9.8,0.02,-0.03,-0.0,12.44,-29.92,-44.4,5
2958,0.87,0.28,9.97,0.0,-0.06,-0.01,12.47,-30.15,-45.38,5
3093,0.9,0.36,9.92,0.0,-0.05,-0.01,12.26,-29.9,-45.1,5
3229,0.89,0.36,9.81,0.02,-0.04,-0.01,12.31,-30.05,-45.6,5
3365,0.85,0.24,9.92,0.02,-0.05,-0.01,12.04,-30.06,-45.12,5
3500,0.85,0.34,9.98,0.01,-0.05,-0.0,13.21,-30.12,-44.3,5
3636,0.92,0.4,9.93,-0.01,-0.06,-0.01,12.45,-30.06,-45.28,5
3777,0.92,0.32,9.96,0.02,-0.08,0.01,12.26,-30.4,-46.38,5
3913,0.9,0.32,9.95,0.02,-0.05,0.0,11.69,-30.01,-44.78,5
4048,0.93,0.41,10.01,0.01,-0.05,-0.0,12.19,-30.09,-46.08,5
4184,0.92,0.31,9.87,0.02,-0.05,-0.01,12.48,-29.22,-44.94,5
4320,0.94,0.34,9.8,0.01,-0.02,0.0,11.58,-30.44,-45.82,5
4456,0.9,0.29,9.9,0.01,-0.05,-0.0,12.7,-26.44,-45.18,5
4591,0.88,0.42,10.0,-0.02,-0.03,-0.0,12.66,-29.89,-45.67,5
4727,0.9,0.32,9.88,0.01,-0.03,0.01,12.23,-29.74,-45.81,5
4863,0.87,0.21,9.8,0.01,-0.05,-0.0,12.34,-29.23,-45.29,5
5004,0.93,0.35,9.87,0.02,-0.08,0.01,12.5,-29.6,-45.28,5
5140,0.98,0.25,9.89,0.0,-0.06,0.0,12.1,-29.2,-44.68,5
5276,0.93,0.25,9.91,0.02,-0.03,0.01,12.23,-29.79,-45.28,5
5427,0.98,0.31,10.0,-0.01,-0.03,0.0,12.26,-29.23,-45.25,5
5563,0.97,0.24,9.71,0.0,-0.06,0.0,11.96,-29.67,-44.87,5
5699,0.99,0.31,10.06,0.03,-0.04,-0.01,12.31,-29.87,-45.91,5
5834,0.9,0.29,9.97,0.01,-0.05,0.0,12.35,-28.62,-45.25,5
5970,0.91,0.22,9.78,0.01,-0.04,-0.01,11.91,-29.86,-44.88,5
6106,0.95,0.28,9.89,0.02,-0.04,-0.01,12.26,-29.35,-43.5,5
6248,0.91,0.26,9.82,0.03,-0.06,-0.01,11.55,-29.7,-45.79,5
6383,1.03,0.34,9.9,0.02,-0.1,0.02,11.85,-29.51,-45.37,5
6519,0.92,0.28,10.09,0.01,-0.02,0.01,11.56,-29.14,-45.07,5
6655,0.9,0.29,9.86,-0.0,0.0,-0.01,11.85,-29.85,-44.83,5
6791,1.02,0.37,9.87,0.02,-0.05,-0.04,11.72,-29.33,-45.22,5
6926,1.02,0.36,9.94,0.03,-0.06,0.01,12.04,-29.29,-45.81,5
7062,0.91,0.4,9.97,0.0,-0.01,0.0,12.22,-29.36,-44.3,5
7198,0.92,0.29,9.94,0.01,-0.03,-0.0,12.72,-29.11,-44.88,5
7333,0.9,0.36,9.97,0.01,-0.06,-0.01,11.88,-30.56,-44.56,5
7475,0.97,0.41,9.87,-0.02,-0.04,-0.01,12.13,-29.04,-44.65,5
7611,0.96,0.28,9.78,0.0,-0.04,-0.01,11.49,-29.58,-45.26,5
7747,0.97,0.34,9.81,-0.0,-0.04,-0.0,12.36,-29.16,-44.94,5
7882,0.99,0.31,9.88,-0.0,-0.07,0.01,11.62,-28.73,-45.06,5
8018,0.95,0.2,9.86,0.02,-0.04,-0.01,12.03,-28.98,-45.28,5
