qw,qx,qy,qz,yaw,pitch,roll
-0.676009,0.005951,-0.728798,-0.108731,301.850067,80.62439,112.515778
-0.670324,0.040815,-0.725496,-0.150491,304.50647,80.036758,108.897934
-0.65234,0.122558,-0.70483,-0.250277,307.701141,78.790924,96.978508
-0.643077,0.273881,-0.632286,-0.334137,285.33017,85.033005,54.352913
-0.601225,0.432651,-0.532406,-0.409729,198.192444,84.115433,-55.033104
-0.535353,0.561079,-0.423469,-0.468244,187.346649,78.196648,-86.712563
-0.439058,0.671682,-0.294333,-0.519068,191.850464,72.892639,-104.889282
-0.344709,0.729897,-0.203722,-0.553999,195.58255,71.654213,-118.15509
-0.245524,0.763274,-0.136446,-0.581812,195.156586,72.778091,-133.135452
-0.203825,0.772617,-0.104316,-0.592138,196.147034,73.239159,-138.405045
-0.173928,0.781921,-0.074394,-0.593975,197.674072,72.700058,-141.86319
-0.129402,0.785224,-0.036709,-0.604419,200.325699,73.477654,-146.039734
-0.107125,0.785263,-0.016214,-0.609603,202.309692,73.918839,-147.582474
-0.106116,0.784416,-0.014502,-0.610912,202.893753,74.048637,-147.223526
-0.111892,0.785802,-0.015879,-0.608058,203.138672,73.57283,-146.38475
-0.109681,0.78465,-0.015891,-0.609945,203.083344,73.878113,-146.624725
-0.117698,0.782224,-0.020715,-0.611421,203.915619,74.031311,-144.738953
-0.128749,0.778652,-0.027062,-0.613502,205.234879,74.233459,-141.991287
-0.178733,0.763597,-0.070344,-0.616456,206.145004,75.148354,-133.391144
-0.261844,0.717921,-0.161105,-0.624551,209.685806,78.85041,-115.336571
-0.335183,0.663399,-0.252284,-0.619596,217.544296,82.3937,-93.245224
-0.422897,0.573581,-0.374238,-0.59338,257.798218,85.735977,-33.519268
-0.496633,0.48425,-0.475655,-0.540928,296.201477,85.096115,23.170649
-0.54794,0.40563,-0.545407,-0.487595,307.474976,83.347633,48.979954
-0.583236,0.321913,-0.609163,-0.430256,315.699951,80.960861,71.211418
-0.601893,0.267062,-0.641245,-0.393952,315.229187,79.216805,79.226639
-0.607101,0.253049,-0.648523,-0.38315,314.529236,78.916992,80.787758
-0.615917,0.235463,-0.652375,-0.373634,310.432343,78.398872,79.126564
-0.624264,0.210063,-0.668001,-0.346315,311.089294,78.382584,84.500587
-0.647117,0.177943,-0.671478,-0.314141,300.603851,78.7686,79.673668
-0.684688,0.144768,-0.657742,-0.278589,276.116119,78.919289,61.109436
-0.721122,0.09576,-0.642394,-0.241113,255.434174,76.572922,47.679234
-0.762747,0.042574,-0.610345,-0.209461,237.997314,71.606865,37.195648
-0.809358,-0.016606,-0.561702,-0.17072,223.516342,64.631004,30.689772
-0.842403,-0.07091,-0.514697,-0.142857,216.151123,57.876537,30.081741
-0.866199,-0.118303,-0.467006,-0.132665,212.773926,51.04607,31.539534
-0.884975,-0.16237,-0.417469,-0.127146,210.219498,44.235634,33.317791
-0.898997,-0.195659,-0.369134,-0.131356,208.77858,37.75589,34.58408
-0.914076,-0.205251,-0.317614,-0.146458,207.792923,31.367504,33.258629
-0.923909,-0.213223,-0.272077,-0.163996,207.700974,25.646252,32.41494
-0.931382,-0.223828,-0.222476,-0.181451,207.652863,19.462717,31.859449
-0.938863,-0.228454,-0.179125,-0.185068,206.336655,14.583326,30.781378
-0.945875,-0.219212,-0.140461,-0.193724,205.799988,10.415368,28.488073
-0.953609,-0.193796,-0.110648,-0.202042,205.597534,7.626842,24.709726
-0.957716,-0.178687,-0.097713,-0.203209,205.27507,6.577143,22.613085
-0.962267,-0.15907,-0.09833,-0.197639,204.517593,7.259455,20.352327
-0.962405,-0.158106,-0.101186,-0.196296,204.423965,7.625209,20.311161
-0.963203,-0.156317,-0.104279,-0.192154,204.00531,8.094679,20.159811
-0.963212,-0.15934,-0.103026,-0.190289,203.782028,7.922388,20.456879
-0.963806,-0.154174,-0.100921,-0.192654,203.966827,7.766279,19.827183
-0.962853,-0.157665,-0.10354,-0.1932,204.118942,7.959115,20.301886
-0.961584,-0.161628,-0.107373,-0.194154,204.354584,8.264035,20.86894
-0.959645,-0.167825,-0.112622,-0.19551,204.695999,8.657784,21.737949
-0.958982,-0.168176,-0.117246,-0.195741,204.847733,9.150951,21.913456
-0.95201,-0.197063,-0.122335,-0.199672,205.695145,8.872239,25.416895
-0.921547,-0.298037,-0.131362,-0.211331,208.098709,6.669637,37.513878
-0.878337,-0.401594,-0.137931,-0.219575,209.840683,3.780819,50.149155
-0.831744,-0.492733,-0.133461,-0.218165,209.633392,0.402047,61.391674
-0.788844,-0.564277,-0.119109,-0.212419,208.046219,-2.969762,70.41156
-0.72189,-0.65612,-0.112653,-0.188897,204.966629,-4.88938,83.451363
-0.680971,-0.702277,-0.113646,-0.173674,203.436935,-5.115017,90.702774
-0.61363,-0.76418,-0.126525,-0.153198,202.493744,-4.52318,101.571281
-0.549157,-0.813583,-0.13133,-0.138755,201.550156,-4.676848,111.071411
-0.535578,-0.824623,-0.135881,-0.121165,200.757339,-3.111555,113.423553
-0.509373,-0.84028,-0.148075,-0.111956,201.294159,-2.137578,117.149712
-0.462453,-0.867193,-0.153628,-0.102492,201.190842,-2.044096,123.47731
-0.475366,-0.859545,-0.155296,-0.105286,201.547333,-1.911216,121.746857
-0.475723,-0.859521,-0.153903,-0.10591,201.442459,-2.042066,121.686104
-0.485129,-0.853895,-0.150493,-0.113385,201.557846,-2.729467,120.27491
-0.518041,-0.833504,-0.146178,-0.124615,201.924484,-3.22643,115.650757
-0.560356,-0.804985,-0.141083,-0.134488,202.241302,-3.348454,109.657043
-0.611437,-0.765649,-0.133091,-0.149018,202.759354,-3.751922,102.023361
-0.699513,-0.682031,-0.127971,-0.170675,204.452499,-3.082708,87.88134
-0.786052,-0.57357,-0.124004,-0.194304,206.608536,-1.601454,71.856117
-0.85555,-0.461267,-0.110763,-0.207341,207.191406,-0.100421,56.637646
-0.941631,-0.247541,-0.061184,-0.219776,206.371994,0.367775,29.543837
-0.969768,-0.110394,-0.043366,-0.213248,205.053726,2.121965,13.46013
-0.978082,0.017351,-0.025426,-0.205912,203.738785,3.260927,-1.34709
-0.965574,0.170256,-0.007973,-0.196488,202.210815,4.720989,-19.072502
-0.945399,0.271861,0.006158,-0.179628,200.136948,4.934883,-31.209433
-0.910557,0.375911,0.030112,-0.169299,199.379501,4.15449,-44.15522
-0.865704,0.472802,0.054084,-0.155185,198.680054,3.043947,-56.780945
-0.823225,0.548011,0.068004,-0.131726,196.951859,1.857262,-67.025238
-0.767054,0.627241,0.080902,-0.107906,195.488586,0.644883,-78.459518
-0.715768,0.687296,0.086879,-0.088001,194.205566,-0.195095,-87.698738
-0.685709,0.718213,0.08835,-0.078479,193.564819,-0.483321,-92.709572
-0.675332,0.728149,0.0868,-0.078636,193.451218,-0.155851,-94.328354
-0.681677,0.722138,0.080504,-0.085701,193.481583,0.803327,-93.206444
-0.68719,0.715721,0.07654,-0.098219,194.164474,2.02869,-92.077614
-0.692014,0.710278,0.075771,-0.104272,194.607025,2.479075,-91.174171
-0.701776,0.699509,0.075436,-0.111803,195.235886,2.896695,-89.426651
-0.701924,0.698992,0.076015,-0.113695,195.440765,2.993948,-89.353737
-0.717127,0.68245,0.076614,-0.118797,195.981857,2.995759,-86.740311
-0.773796,0.617298,0.066885,-0.125309,196.073196,2.934551,-76.747528
-0.855794,0.495333,0.02428,-0.147186,196.110291,5.984211,-59.276398
-0.894979,0.414049,-0.001449,-0.166028,197.393417,8.052503,-48.419743
-0.928574,0.317613,-0.026515,-0.190161,199.955078,9.790038,-36.039219
-0.951596,0.223459,-0.044472,-0.206263,202.250092,10.184678,-24.421991
-0.96518,0.138741,-0.052837,-0.215356,203.979187,9.308568,-14.378853
-0.971246,0.060217,-0.056386,-0.223308,205.531937,7.840886,-5.31632
-0.970527,-0.0172,-0.057904,-0.233283,207.213303,5.990906,3.481902
-0.960402,-0.123511,-0.073173,-0.238771,208.574524,4.678755,15.848384
-0.94344,-0.22204,-0.0788,-0.23324,208.396805,2.585478,27.141256
-0.925433,-0.295329,-0.075833,-0.224936,207.460175,0.42952,35.503056
-0.906526,-0.354295,-0.088208,-0.211888,206.531433,0.560638,42.825623
-0.862125,-0.455522,-0.105531,-0.195181,205.638306,0.237393,55.755035
-0.804351,-0.557209,-0.111997,-0.173166,203.792023,-0.733904,69.268997
-0.774851,-0.602003,-0.11545,-0.154471,202.23439,-0.405104,75.609215
-0.760313,-0.622574,-0.120393,-0.140793,201.346802,0.444955,78.707253
-0.76633,-0.614604,-0.121951,-0.141849,201.551498,0.718921,77.59626
-0.773464,-0.605438,-0.118632,-0.145316,201.620224,0.43295,76.187126
-0.772694,-0.606172,-0.116995,-0.147663,201.717773,0.102258,76.246918
-0.771562,-0.606827,-0.111655,-0.15485,201.993958,-0.895954,76.194962
-0.775216,-0.60181,-0.108161,-0.158615,202.098969,-1.330319,75.385017
-0.77607,-0.601185,-0.10519,-0.158803,201.907303,-1.585589,75.219116
-0.771761,-0.606322,-0.101926,-0.162363,201.993637,-2.267386,75.867661
-0.738273,-0.635696,-0.088491,-0.207375,204.989899,-7.642684,79.764175
-0.685731,-0.671369,-0.074919,-0.270953,209.285568,-15.133585,84.811211
-0.624584,-0.699731,-0.053822,-0.342588,213.530762,-24.343451,89.059204
-0.558178,-0.708322,-0.026038,-0.431313,219.60173,-35.587818,90.337906
-0.478509,-0.711269,0.010433,-0.514791,225.487259,-47.927166,91.028183
-0.387157,-0.702168,0.049053,-0.59553,233.914337,-60.962875,88.924622
-0.298192,-0.687644,0.065232,-0.65876,247.825363,-70.889168,81.961044
-0.232098,-0.668405,0.050372,-0.704854,269.7164,-74.936592,67.033592
-0.169308,-0.66445,0.035175,-0.727046,286.65506,-77.981903,56.621181
-0.108613,-0.660796,0.021171,-0.742358,307.720764,-80.296555,41.70615
-0.060895,-0.652194,0.007377,-0.755561,329.848969,-80.554733,24.595331
-0.018742,-0.650696,-0.007156,-0.759068,346.088043,-80.95919,12.968858
0.013237,-0.650983,-0.013718,-0.758848,0.840256,-81.248123,1.350367
0.019743,-0.654414,-0.019706,-0.755616,1.623829,-81.789505,1.581303
0.019309,-0.656727,-0.008117,-0.753832,7.689379,-82.069916,-5.460825
0.017916,-0.662188,-0.004125,-0.749106,9.911499,-82.860756,-8.120811
0.023967,-0.663326,-0.002352,-0.747938,15.39931,-82.915565,-13.260695
0.028371,-0.663905,-0.004731,-0.747258,17.179134,-82.971359,-14.489502
0.030622,-0.661894,-0.010064,-0.748898,14.947384,-82.747475,-11.641936
0.027451,-0.659951,-0.008416,-0.750755,13.296473,-82.47345,-10.382161
0.029794,-0.660023,-0.008501,-0.750601,14.784825,-82.451477,-11.673084
0.03682,-0.660489,-0.011656,-0.749837,17.698612,-82.469696,-13.759509
0.038688,-0.661853,-0.010959,-0.748549,19.753843,-82.615891,-15.719677
0.036276,-0.666023,-0.009687,-0.74498,20.477911,-83.241203,-16.743835
0.036712,-0.663644,-0.007937,-0.7471,20.837999,-82.83873,-17.210051
0.037425,-0.663881,-0.008614,-0.746846,21.021254,-82.875313,-17.280428
0.041945,-0.664029,-0.015892,-0.746355,19.909571,-82.995033,-15.210739
0.045408,-0.664306,-0.019253,-0.745826,20.41465,-83.054802,-15.161434
0.047204,-0.664657,-0.020267,-0.745375,21.195341,-83.096893,-15.713758
0.044738,-0.665261,-0.017869,-0.74505,21.153963,-83.170074,-16.067814
0.02006,-0.663291,0.012802,-0.747978,21.504229,-82.630737,-20.912329
-0.036929,-0.653784,0.074539,-0.75209,16.403458,-81.460381,-25.467939
-0.111399,-0.636873,0.164418,-0.744944,14.844316,-80.231567,-37.418243
-0.1902,-0.593809,0.292463,-0.725033,17.828672,-76.486397,-58.028999
-0.231866,-0.556973,0.361713,-0.710757,15.086146,-73.634148,-65.264267
-0.261781,-0.522509,0.413994,-0.697893,11.979817,-71.096107,-69.927513
-0.303519,-0.486571,0.471973,-0.669596,8.774805,-69.737679,-76.476273
-0.337585,-0.465001,0.521402,-0.630826,9.854071,-69.835205,-86.036171
-0.363277,-0.464431,0.55066,-0.590846,15.100613,-71.604088,-96.887985
-0.383654,-0.452935,0.57088,-0.567228,15.501777,-72.152504,-101.692772
-0.396935,-0.427964,0.595078,-0.552415,12.530003,-70.951584,-103.204231
-0.40403,-0.411496,0.610362,-0.543029,10.741804,-70.071327,-104.223442
-0.399366,-0.40983,0.608862,-0.549386,9.903617,-69.492699,-102.756088
-0.399902,-0.410361,0.607241,-0.550393,9.615574,-69.618217,-102.314743
-0.395634,-0.415959,0.602522,-0.554447,10.394721,-69.720039,-102.008408
-0.385858,-0.424183,0.593129,-0.56513,11.084461,-69.580696,-100.481705
-0.374758,-0.432899,0.581991,-0.577436,11.666393,-69.415642,-98.54393
-0.358195,-0.448924,0.561042,-0.596143,12.69476,-69.581772,-95.362587
-0.324102,-0.48467,0.516744,-0.626913,16.453768,-70.50106,-90.662521
-0.271826,-0.535822,0.445298,-0.663857,22.701288,-72.459923,-84.438026
-0.230119,-0.566928,0.38563,-0.690593,25.419567,-73.845535,-77.59478
-0.161772,-0.605091,0.293393,-0.722224,29.406143,-75.684219,-67.25943
-0.085798,-0.637917,0.205794,-0.737117,38.448208,-77.356857,-62.390759
-0.002573,-0.665623,0.093862,-0.740352,46.774891,-80.42675,-54.61808
0.093906,-0.680785,-0.03069,-0.725785,59.620003,-83.705116,-49.488953
0.17201,-0.675732,-0.12653,-0.705535,68.964943,-85.586876,-44.562859
0.235588,-0.659313,-0.20926,-0.682647,66.79969,-87.139877,-30.106726
0.333784,-0.616057,-0.310327,-0.642457,68.73333,-87.128807,-14.515267
0.417809,-0.564516,-0.39999,-0.588861,71.551521,-87.544571,-0.864197
0.46593,-0.530976,-0.453577,-0.543355,85.516891,-88.564415,-4.377192
0.493659,-0.505223,-0.488568,-0.512195,80.163635,-89.263519,7.852311
0.512233,-0.485636,-0.515103,-0.486247,328.555695,-89.668388,124.472031
0.536323,-0.463249,-0.536787,-0.45783,234.201584,-89.503075,-135.489151
0.548286,-0.440279,-0.558797,-0.439631,317.976776,-89.115295,145.028549
0.560259,-0.423148,-0.57322,-0.422452,320.188599,-88.923523,146.333984
0.567864,-0.409385,-0.583948,-0.411013,330.309662,-88.669693,138.744675
0.567183,-0.407783,-0.587458,-0.408535,326.855499,-88.339996,142.606308
0.56966,-0.404295,-0.590628,-0.403959,324.210541,-88.285141,146.049438
0.580056,-0.391009,-0.600579,-0.387227,316.155365,-88.293488,157.044617
0.58169,-0.386154,-0.605348,-0.382188,317.55896,-88.042358,156.598038
0.584828,-0.379266,-0.611766,-0.37399,316.72113,-87.763405,158.885178
0.59278,-0.366465,-0.620493,-0.359577,315.135437,-87.674255,163.058823
0.590798,-0.365689,-0.622305,-0.360495,319.726746,-87.402031,158.451843
0.584899,-0.3721,-0.621085,-0.365622,318.38913,-87.01194,158.69194
0.567288,-0.394129,-0.610196,-0.387941,318.197662,-86.478966,154.610703
0.549613,-0.415802,-0.599551,-0.406897,314.285187,-85.882393,154.508789
0.519595,-0.45024,-0.577574,-0.440119,311.034302,-85.224106,150.839676
0.453753,-0.51179,-0.523045,-0.508522,311.048309,-84.372177,136.448532
0.376071,-0.568549,-0.451688,-0.57558,311.194336,-83.839195,120.568878
0.278911,-0.619914,-0.359159,-0.639462,310.556824,-83.299721,103.174774
0.137171,-0.660106,-0.215607,-0.706364,315.00354,-82.612816,73.942047
0.012119,-0.67241,-0.078215,-0.735929,317.528442,-82.563309,49.806515
-0.032944,-0.666388,0.021185,-0.74457,349.248047,-83.58638,6.356785
-0.027394,-0.654707,0.056931,-0.753232,13.261406,-81.655075,-20.114548
-0.040256,-0.645441,0.056845,-0.760621,4.245406,-80.557266,-12.145658
-0.1111,-0.597748,0.079556,-0.789948,342.85614,-74.165947,1.497478
-0.218839,-0.514729,0.127709,-0.819052,328.764282,-64.03672,2.10569
-0.292719,-0.448672,0.111901,-0.836946,317.557892,-54.739868,7.500928
-0.35225,-0.38895,0.090079,-0.846472,310.486481,-46.214199,10.114292
-0.400817,-0.336079,0.050779,-0.85077,304.948273,-37.774765,13.387427
-0.439655,-0.256921,0.01844,-0.860434,302.794067,-27.280121,12.619848
-0.460833,-0.184276,-0.003039,-0.868135,302.341125,-18.490786,10.640784
-0.476896,-0.122393,-0.028519,-0.869925,301.620789,-10.704547,9.747233
-0.476443,-0.090258,-0.038198,-0.873721,302.252014,-6.968458,8.852454
-0.476676,-0.082415,-0.029058,-0.87472,302.385345,-6.688784,7.486527
-0.47931,-0.071095,-0.01307,-0.874659,302.259399,-6.421316,5.255141
-0.482285,-0.06148,-0.009345,-0.8738,301.992371,-5.648734,4.358799
-0.483688,-0.055528,-0.007037,-0.873444,301.875031,-5.174754,3.800308
-0.488188,-0.044648,-0.007294,-0.87156,301.375946,-4.054518,3.236055
-0.488461,-0.039662,-0.007313,-0.871648,301.376343,-3.554487,2.957492
-0.489625,-0.035254,-0.004615,-0.871203,301.257172,-3.262332,2.443411
-0.490839,-0.033065,-0.004235,-0.870608,301.110901,-3.061975,2.286153
-0.490827,-0.029431,-0.000662,-0.870755,301.137726,-2.900684,1.723908
-0.490742,-0.034218,-0.006215,-0.870606,301.113281,-3.065661,2.548766
-0.491211,-0.090656,-0.071784,-0.863326,300.188019,-4.933988,12.345199
-0.477502,-0.172945,-0.173435,-0.843797,299.212952,-7.251816,27.486769
-0.464605,-0.244307,-0.26947,-0.807362,296.977173,-8.28486,41.99897
-0.44386,-0.309187,-0.362405,-0.758977,294.794556,-8.488865,56.483109
-0.411388,-0.374134,-0.451066,-0.698079,292.705475,-8.697872,71.532234
-0.365974,-0.435246,-0.539428,-0.620994,290.919006,-8.379976,87.731667
-0.311023,-0.479443,-0.621329,-0.536042,290.465302,-7.325562,103.517464
-0.26148,-0.515357,-0.67943,-0.452109,289.518463,-6.35453,117.209801
-0.218694,-0.546348,-0.710826,-0.385221,288.012177,-6.316638,127.68055
-0.183636,-0.570513,-0.73101,-0.326204,286.445312,-5.953861,136.355392
-0.170373,-0.576917,-0.739323,-0.302545,286.115814,-5.575982,139.683502
-0.16761,-0.580482,-0.739639,-0.296435,285.732086,-5.520882,140.501389
-0.165223,-0.581916,-0.738271,-0.298366,285.639252,-5.928641,140.486893
-0.170806,-0.579645,-0.734989,-0.307603,285.734161,-6.05709,139.16803
-0.178753,-0.578946,-0.730089,-0.315959,285.497498,-6.017638,137.774841
-0.194164,-0.577278,-0.715352,-0.34251,285.06366,-6.756802,134.010742
-0.2416,-0.560043,-0.6801,-0.406739,284.953583,-7.293863,123.840569
-0.31403,-0.509079,-0.617677,-0.51058,286.674988,-7.58014,106.490402
-0.375986,-0.442788,-0.553168,-0.597135,289.100372,-6.479167,90.237183
-0.445801,-0.34889,-0.457626,-0.685644,291.097412,-4.037449,70.211395
-0.49281,-0.247699,-0.346923,-0.758564,293.065247,-1.940222,50.435535
-0.527078,-0.164687,-0.225665,-0.802579,292.970551,-1.51639,32.413326
-0.54511,-0.092941,-0.131715,-0.822715,292.857391,-0.534502,18.546158
-0.556852,-0.020763,-0.031574,-0.829747,292.269104,0.040537,4.33119
-0.557824,0.068855,0.078471,-0.823362,291.610413,1.480672,-11.894329
-0.545661,0.165267,0.182658,-0.80098,290.525269,3.75053,-28.29332
-0.518854,0.275252,0.27975,-0.759446,288.216156,7.34136,-45.75935
-0.48786,0.356577,0.349261,-0.716139,285.882111,9.784074,-59.392948
-0.459161,0.402695,0.404133,-0.680937,284.956787,10.212305,-69.228233
-0.441303,0.416829,0.432659,-0.666561,285.489532,10.009788,-73.595284
-0.436479,0.417591,0.432688,-0.669236,285.946655,10.440543,-73.652634
-0.431344,0.417637,0.431408,-0.673351,286.51239,10.968064,-73.493393
-0.429248,0.411127,0.429138,-0.680112,287.392792,11.000194,-72.594833
-0.430325,0.401545,0.419104,-0.691322,288.247955,11.215057,-70.574539
-0.441206,0.379585,0.394356,-0.711145,289.183716,11.06342,-65.896393
-0.462878,0.338365,0.355653,-0.738076,290.338562,9.801271,-58.283588
-0.486776,0.290614,0.313206,-0.761896,291.138184,7.927076,-50.132263
-0.515094,0.226363,0.240783,-0.790856,291.660339,6.314692,-38.155308
-0.534276,0.165198,0.181958,-0.80879,292.055237,4.174232,-28.171181
-0.550063,0.079118,0.085306,-0.826974,292.494324,2.121007,-13.196276
-0.546847,-0.002344,-0.010175,-0.837162,293.697205,0.412735,1.123051
-0.544302,-0.03614,-0.032576,-0.837472,293.889526,-1.436606,5.389984
-0.540755,-0.048198,-0.041405,-0.838772,294.253662,-2.067376,6.988239
-0.538837,-0.045042,-0.048751,-0.839786,294.541382,-1.324457,7.495922
-0.536328,-0.043254,-0.049955,-0.841414,294.899628,-1.100355,7.497696
-0.534627,-0.046748,-0.053357,-0.842101,295.091522,-1.242332,8.041075
-0.532467,-0.050314,-0.058549,-0.842918,295.340088,-1.287631,8.761592
-0.532035,-0.048043,-0.060979,-0.843151,295.423492,-0.924168,8.857059
-0.531841,-0.048216,-0.064013,-0.843039,295.446381,-0.756704,9.162309
-0.530964,-0.051009,-0.067705,-0.843139,295.529846,-0.808909,9.692165
-0.515752,-0.061291,-0.080582,-0.85073,297.424408,-1.212634,11.558821
-0.443283,-0.068596,-0.092701,-0.888928,306.730591,-2.27914,13.050033
-0.327019,-0.054496,-0.083782,-0.939713,321.357574,-2.729689,11.146822
-0.212868,-0.045572,-0.087091,-0.97212,335.015594,-2.953446,10.89318
-0.1077,-0.038044,-0.090793,-0.989293,347.270477,-3.19392,10.843617
0.001165,-0.020525,-0.088243,-0.995883,359.925385,-2.354732,10.128692
0.104605,-0.01082,-0.079749,-0.991248,11.876681,-2.185509,8.972019
0.177298,0.000398,-0.042835,-0.98322,20.409132,-0.825479,4.840548
0.184991,0.003569,0.025328,-0.982403,21.305744,0.938758,-2.777103
0.183521,0.006512,0.021537,-0.982754,21.131765,1.186399,-2.28949
0.189805,0.014052,0.023672,-0.981432,21.848333,2.095639,-2.358874
0.197828,0.013441,0.020145,-0.979933,22.793373,1.966368,-1.958935
0.204155,0.015555,0.014319,-0.978706,23.543177,2.079977,-1.242878
0.207693,0.017971,0.003018,-0.97802,23.980309,2.086376,0.08951
0.207281,0.020936,0.003153,-0.978048,23.934847,2.42208,0.144062
0.20936,0.022353,0.002633,-0.977575,24.181637,2.568025,0.241567
0.214656,0.022043,-0.001232,-0.976436,24.811653,2.436798,0.680671
0.219059,0.021406,0.000338,-0.975473,25.324245,2.40195,0.499949
0.216589,0.019655,-0.000571,-0.976061,25.033251,2.184748,0.552091
0.223484,0.020525,-0.001528,-0.974486,25.847122,2.253469,0.696867
0.229136,0.019319,-0.002142,-0.973196,26.511482,2.098721,0.746632
0.229952,0.019286,-0.00557,-0.972991,26.613976,2.00392,1.130018
0.232149,0.020898,-0.009325,-0.972407,26.883686,2.081074,1.596323
0.23307,0.02298,-0.010373,-0.972129,27.000113,2.283436,1.770982
0.235824,0.0232,-0.011141,-0.971451,27.327143,2.282157,1.868932
0.236741,0.02463,-0.024369,-0.97095,27.467134,2.079798,3.383703
0.24256,0.018482,-0.076752,-0.966915,28.158583,-0.085554,9.055504
0.235275,0.024766,-0.143988,-0.960881,27.34676,-1.155064,16.763578
0.222592,0.03708,-0.253453,-0.940655,25.974657,-2.468735,29.589985
0.205952,0.06979,-0.410267,-0.885655,24.993309,-2.600507,49.133682
0.181619,0.090467,-0.525756,-0.826077,23.299435,-2.378922,64.458374
0.16439,0.115208,-0.631859,-0.748632,23.077467,-2.019809,79.917091
0.136538,0.138784,-0.730579,-0.654478,22.431276,-1.022283,96.086655
0.123889,0.149239,-0.768003,-0.610363,22.363686,-0.464899,102.956429
0.118764,0.152486,-0.784489,-0.589247,22.285645,-0.38012,106.102654
0.116047,0.154212,-0.790924,-0.580675,22.254402,-0.25639,107.378952
0.112475,0.153466,-0.796293,-0.574201,21.936647,-0.16529,108.377335
0.111437,0.153003,-0.799045,-0.570694,21.821232,-0.197688,108.891029
0.111123,0.151942,-0.799169,-0.570865,21.699381,-0.236918,108.875931
0.111006,0.150196,-0.797552,-0.573603,21.526701,-0.272705,108.499985
0.109372,0.143218,-0.792347,-0.582842,20.760462,-0.365191,107.257072
0.114092,0.130267,-0.768327,-0.616181,19.926947,-0.847093,102.393089
0.126367,0.108834,-0.704686,-0.689635,19.136244,-1.603741,90.966049
0.131079,0.07914,-0.546436,-0.82338,17.600311,-0.74071,67.025368
0.124483,0.039933,-0.28482,-0.94962,15.021246,0.282551,33.428162
0.135409,0.001055,-0.055139,-0.98925,15.548222,-0.736019,6.280004
0.144265,-0.027075,0.190285,-0.970689,16.880833,0.134095,-22.162111
0.162816,-0.067185,0.406086,-0.896696,20.278728,0.673035,-48.607918
0.197257,-0.102532,0.555682,-0.801116,25.509411,3.149722,-68.779503
0.212365,-0.113809,0.6291,-0.739035,27.345051,5.680398,-79.42849
0.215032,-0.131824,0.684186,-0.684299,28.541126,6.536125,-88.32589
0.211964,-0.130365,0.712062,-0.656533,27.904457,7.509199,-92.778336
0.207872,-0.134043,0.723613,-0.644358,27.756939,7.359468,-94.810387
0.201233,-0.139203,0.729785,-0.638383,27.596252,6.660424,-96.006157
0.203539,-0.133361,0.727345,-0.641676,27.310505,7.177171,-95.415184
0.203359,-0.130006,0.730078,-0.639314,26.984459,7.510376,-95.77919
0.204277,-0.127089,0.731699,-0.637752,26.794046,7.86477,-95.972443
0.208316,-0.126926,0.729721,-0.638743,27.128139,8.156575,-95.635544
0.215289,-0.125764,0.72887,-0.637632,27.605213,8.827065,-95.466599
0.216,-0.125844,0.722479,-0.64461,27.747541,8.619428,-94.386887
0.21639,-0.128743,0.71089,-0.656679,28.1513,7.965267,-92.539497
0.22109,-0.129117,0.678609,-0.688426,28.900013,7.024368,-87.364395
0.227615,-0.109741,0.603719,-0.756085,28.656393,6.250986,-75.614761
0.235855,-0.083988,0.452165,-0.856071,28.74684,3.984834,-54.662899
0.244615,-0.068608,0.305431,-0.917693,29.407387,1.346755,-36.463688
0.243633,-0.043157,0.169265,-0.954003,28.650764,0.007683,-20.120012
0.236673,-0.010185,-0.018826,-0.971349,27.361143,-1.644443,1.820324
0.233011,0.034608,-0.24289,-0.941012,27.1215,-2.754687,28.281313
0.209136,0.071663,-0.437195,-0.871768,25.342154,-3.320438,52.520805
0.202151,0.113768,-0.57141,-0.787194,26.672647,-2.975365,71.244461
0.191493,0.14088,-0.674974,-0.698488,27.29504,-3.537299,87.178703
0.174718,0.146744,-0.719085,-0.65639,26.178865,-3.361279,94.437302
0.172511,0.151411,-0.729954,-0.643797,26.35268,-3.261562,96.413155
0.172223,0.150016,-0.721662,-0.653475,26.245937,-3.01001,94.975082
0.173442,0.14897,-0.713598,-0.66219,26.287697,-2.879966,93.606789
0.175057,0.145781,-0.706176,-0.670381,26.180599,-2.968403,92.288284
0.174138,0.13137,-0.692948,-0.687192,24.972572,-3.484842,89.705597
0.172582,0.090922,-0.668352,-0.717806,21.787724,-5.74856,84.805725
0.151731,0.031493,-0.666831,-0.728913,15.455181,-9.000717,83.682068
0.090235,-0.042463,-0.689851,-0.717044,4.132804,-10.68404,87.398293
0.014644,-0.113382,-0.712414,-0.692379,351.745941,-10.245754,92.374908
-0.070629,-0.168218,-0.735588,-0.652393,340.005402,-6.637086,98.031197
-0.156303,-0.208698,-0.755136,-0.601478,329.782715,-0.859069,103.155769
-0.231722,-0.23426,-0.777797,-0.535211,321.962097,6.29849,108.761955
-0.290417,-0.262428,-0.798282,-0.457741,315.361938,12.910094,115.020416
-0.36134,-0.265913,-0.782038,-0.432589,309.353455,19.578644,112.765678
-0.428239,-0.232595,-0.765381,-0.420351,306.248077,27.386374,108.369316
-0.464299,-0.240914,-0.777894,-0.348223,302.963043,33.680939,113.088348
