Timestamp,qw,qx,qy,qz,yaw,pitch,roll,label
10404,0.860247,0.178134,0.477094,-0.024808,193.180771,56.065517,30.438164,2
10524,0.856829,0.181473,0.481826,-0.027321,193.480728,56.678543,31.210846,2
10644,0.854026,0.182178,0.486497,-0.027627,193.911987,57.248852,31.702101,2
10764,0.8513,0.183218,0.490833,-0.028185,194.320526,57.78138,32.222778,2
10886,0.848388,0.183833,0.495558,-0.029291,194.64267,58.388241,32.664368,2
11006,0.845406,0.185343,0.499977,-0.030833,194.970398,58.958889,33.226681,2
11126,0.842915,0.187793,0.503207,-0.031675,195.421661,59.341011,33.941116,2
11246,0.840431,0.189764,0.506609,-0.031675,196.005432,59.718906,34.675819,2
11366,0.83725,0.189959,0.511686,-0.033104,196.334641,60.388557,35.113586,2
11486,0.833415,0.190696,0.517386,-0.036845,196.395996,61.216686,35.519073,2
11606,0.830421,0.192138,0.521466,-0.039356,196.59584,61.787025,36.029423,2
11728,0.828372,0.192956,0.524421,-0.03928,197.07959,62.127346,36.561462,2
11848,0.825923,0.194461,0.527703,-0.039457,197.659195,62.502453,37.267612,2
11968,0.82295,0.19597,0.531612,-0.041587,197.972153,63.034573,37.866146,2
12088,0.819427,0.197678,0.536193,-0.044169,198.341461,63.663689,38.5718,2
12208,0.816285,0.198968,0.540217,-0.047423,198.469116,64.265015,39.058369,2
12387,0.813576,0.199878,0.543921,-0.047793,199.082977,64.708801,39.76202,2
12507,0.810794,0.201287,0.547405,-0.049356,199.521561,65.166885,40.432735,2
12629,0.808012,0.202339,0.550941,-0.051297,199.863876,65.656723,41.007687,2
12749,0.804922,0.204345,0.554526,-0.053268,200.374222,66.130463,41.834309,2
12869,0.802014,0.205778,0.558089,-0.054384,200.996918,66.573738,42.65411,2
12989,0.799196,0.207656,0.561256,-0.056104,201.52179,66.98587,43.465786,2
13109,0.796203,0.209031,0.564745,-0.058492,201.918457,67.481644,44.15984,2
13229,0.793724,0.209477,0.567855,-0.060445,202.203995,67.935966,44.629734,2
13349,0.79101,0.209636,0.571511,-0.061022,202.864639,68.392097,45.334709,2
13471,0.788813,0.210493,0.574063,-0.062529,203.238449,68.745743,45.894028,2
13591,0.786984,0.211793,0.576065,-0.062777,203.851837,68.955116,46.6297,2
13711,0.784591,0.213421,0.578574,-0.064125,204.421204,69.270134,47.437401,2
13831,0.78197,0.214346,0.581663,-0.065111,205.105148,69.651985,48.267933,2
13951,0.779894,0.215303,0.584112,-0.06493,205.916046,69.892517,49.135178,2
14071,0.77826,0.217182,0.585684,-0.064099,206.828903,69.963005,50.133503,2
14191,0.776624,0.218858,0.587112,-0.065167,207.276062,70.128273,50.805149,2
14375,0.774489,0.220744,0.589042,-0.066782,207.792145,70.372559,51.606583,2
14495,0.772974,0.221996,0.590648,-0.066001,208.623398,70.461075,52.474228,2
14615,0.771505,0.222776,0.592186,-0.066767,209.035721,70.647446,53.009647,2
14735,0.769595,0.223819,0.594166,-0.067725,209.594498,70.882881,53.728081,2
