Timestamp,qw,qx,qy,qz,heading,pitch,roll
17389,0.659411,-0.041115,-0.734430,0.155213,295.590607,-72.904991,-106.231087
17510,0.658551,-0.024921,-0.739546,0.136946,301.162018,-75.291595,-111.999619
17631,0.664780,-0.027727,-0.734342,0.134281,297.590668,-75.674522,-108.880302
17752,0.666802,-0.050252,-0.731785,0.131653,292.987823,-74.297325,-106.325783
17873,0.664559,-0.035197,-0.735445,0.127415,297.320282,-75.586456,-109.782974
17993,0.665459,-0.039201,-0.731709,0.142200,294.277618,-74.300903,-105.845093
18115,0.659269,-0.054469,-0.732989,0.158478,293.366241,-71.660797,-104.821434
18241,0.660553,-0.034345,-0.738344,0.131643,299.087219,-75.102715,-111.129631
18361,0.661596,-0.054738,-0.731088,0.157469,292.349457,-71.829102,-103.911850
18482,0.658996,-0.059319,-0.730518,0.168939,291.907043,-70.522835,-102.885468
18603,0.659555,-0.035509,-0.737618,0.140130,298.243469,-74.375710,-109.678696
18724,0.659071,-0.060949,-0.731519,0.163653,292.100159,-70.786140,-103.652145
18845,0.659843,-0.057306,-0.733263,0.153755,293.139862,-71.815102,-105.218948
18968,0.658718,-0.035885,-0.737694,0.143535,298.164337,-74.062721,-109.347748
19089,0.659537,-0.068329,-0.727530,0.176162,289.985168,-69.324081,-101.094421
19210,0.656985,-0.057749,-0.731998,0.170898,292.819122,-70.404686,-103.504768
19331,0.660963,-0.037583,-0.732748,0.157439,295.121796,-73.098228,-105.291336
19451,0.659837,-0.069302,-0.726155,0.180286,289.456970,-68.955109,-100.300484
19571,0.660235,-0.074095,-0.726309,0.176258,288.997406,-68.899284,-100.569313
19693,0.663936,-0.045290,-0.729715,0.156986,292.595001,-72.697723,-103.430367
19814,0.662860,-0.073888,-0.722729,0.181137,287.636169,-68.649292,-98.784035
19935,0.659437,-0.057018,-0.730011,0.170196,291.910461,-70.627975,-102.596809
20056,0.660328,-0.041970,-0.733409,0.155910,294.942291,-72.841866,-105.595009
20177,0.657318,-0.088314,-0.723421,0.191801,287.563080,-66.514023,-98.990379
20298,0.652945,-0.070866,-0.738194,0.153953,294.182922,-70.421135,-107.346939
20419,0.660257,-0.064102,-0.728555,0.170737,290.605164,-70.081322,-101.823807
20542,0.657012,-0.082805,-0.727058,0.181265,288.923737,-67.721451,-100.785591
20663,0.653588,-0.051562,-0.738239,0.158612,296.334747,-71.559540,-107.538383
20783,0.656763,-0.078142,-0.729007,0.176341,289.900726,-68.436485,-101.793953
20903,0.656383,-0.077417,-0.729387,0.176506,290.128998,-68.463669,-101.949005
21024,0.658656,-0.047420,-0.735011,0.153864,295.139984,-72.486511,-106.404701
21145,0.662111,-0.090160,-0.721119,0.182918,286.028534,-67.211044,-98.355598
21268,0.653378,-0.065674,-0.735206,0.168070,293.510193,-69.827644,-105.075264
21389,0.661803,-0.066416,-0.725198,0.178001,289.138672,-69.428207,-99.939461
21510,0.652446,-0.087957,-0.729126,0.186936,289.682861,-66.714348,-101.487228
21631,0.658381,-0.047138,-0.734612,0.156997,294.985168,-72.271271,-105.966469
21752,0.658057,-0.061517,-0.714180,0.230466,287.898102,-65.725639,-93.860229
21873,0.654372,-0.032293,-0.732484,0.184971,296.055817,-71.206566,-103.491013
21993,0.656960,-0.033391,-0.728868,0.189821,294.295349,-70.908401,-101.414810
22122,0.653092,-0.071307,-0.721806,0.217654,289.451019,-65.751312,-97.299423
22242,0.654027,-0.024355,-0.734352,0.179929,297.856842,-72.139732,-105.069618
22362,0.656786,-0.063136,-0.720250,0.214190,289.148682,-66.788223,-96.628555
22483,0.655518,-0.055516,-0.727566,0.194557,291.811462,-68.790565,-100.330154
22604,0.661670,-0.038803,-0.726026,0.183206,292.105255,-71.184471,-100.223602
22725,0.664021,-0.079048,-0.712972,0.210927,285.051483,-65.994957,-94.110031
22846,0.662178,-0.051974,-0.725045,0.181989,290.393341,-70.271149,-99.684731
22969,0.667918,-0.053018,-0.720252,0.179732,287.886444,-70.575432,-97.455154
23090,0.666710,-0.059864,-0.718217,0.189923,287.014954,-69.219223,-96.285034
23211,0.666826,-0.043337,-0.723546,0.173024,290.017151,-71.798210,-99.359344
23332,0.671034,-0.039778,-0.719745,0.173463,288.356232,-72.203232,-97.375084
23452,0.670701,-0.056886,-0.716455,0.183326,285.991058,-70.084557,-95.574677
23572,0.669224,-0.036036,-0.724203,0.162369,290.667206,-73.256577,-100.306198
23694,0.672808,-0.044900,-0.717817,0.173334,286.928528,-71.867607,-96.375099
23815,0.673818,-0.068322,-0.713866,0.178013,283.752380,-69.669876,-94.713097
23936,0.672392,-0.051266,-0.719724,0.165074,287.012970,-71.979950,-97.665710
24057,0.674407,-0.042242,-0.719057,0.162295,287.237000,-72.972160,-97.388672
24178,0.674818,-0.076835,-0.712682,0.175481,282.599884,-69.211143,-94.466484
24299,0.673307,-0.054848,-0.720187,0.158027,286.652893,-72.265511,-98.183571
24420,0.680240,-0.068270,-0.710601,0.166285,281.404877,-70.743820,-93.342781
24543,0.673843,-0.073268,-0.718342,0.156661,284.379761,-70.934181,-97.523819
24664,0.677576,-0.051639,-0.718093,0.150192,285.388611,-73.258522,-97.310257
24784,0.678179,-0.073222,-0.712190,0.165797,281.906494,-70.339806,-94.287827
24904,0.675667,-0.054689,-0.720541,0.145929,286.345642,-73.281746,-98.867859
25025,0.681214,-0.056611,-0.711765,0.161632,282.279022,-72.069099,-93.655869
25146,0.675845,-0.071989,-0.713291,0.171052,282.836304,-69.971123,-94.678207
25267,0.675805,-0.046272,-0.721090,0.145489,287.348297,-73.980591,-99.222740
25390,0.677149,-0.075808,-0.711286,0.172585,281.811127,-69.574593,-93.836754
25511,0.673693,-0.072675,-0.719285,0.153223,284.718628,-71.241623,-98.099815
25632,0.677878,-0.053166,-0.718227,0.147634,285.231171,-73.343925,-97.489067
25753,0.676413,-0.079583,-0.712108,0.170370,281.866730,-69.429604,-94.384911
25874,0.674595,-0.060389,-0.720037,0.151039,285.847595,-72.406540,-98.409668
25994,0.678126,-0.059456,-0.713664,0.165185,283.332275,-71.489418,-94.643852
26121,0.678021,-0.071652,-0.710533,0.174036,281.753754,-69.813072,-93.319633
26247,0.685560,-0.059280,-0.709454,0.152183,280.255066,-72.689095,-92.634903
26367,0.684718,-0.036271,-0.707390,0.171570,281.774872,-72.995033,-90.672508
26487,0.683780,-0.045064,-0.708026,0.170601,281.566864,-72.343628,-91.258919
26608,0.681921,-0.050236,-0.712562,0.157187,282.787292,-72.945900,-94.015663
26729,0.682599,-0.033938,-0.715581,0.144370,284.993683,-75.264328,-95.961609
26850,0.682016,-0.059827,-0.709617,0.166465,281.334503,-71.445503,-92.570633
26973,0.677643,-0.048298,-0.719854,0.142369,286.332458,-74.124054,-98.630363
