x,y,z
-0.722908319081087,-0.6908976186051717,-0.008002675118978652
-0.6464892227180385,-0.7622783372347023,-0.03135955184826283
-0.47797974429418283,-0.8783653742548945,-0.0031037645733387833
-0.6666522590809952,-0.6515696287850452,0.36198312710280267
-0.6199988748302969,-0.7641846596745518,0.17782913464124842
-0.6078152522407111,-0.7877605571803954,0.09996961385538013
-0.8480943630770603,-0.503340556948174,0.16548182694186558
-0.58,-0.73,0.120000000000001
-0.46,-0.85,0.08000000000000007
-0.38826025051878227,-0.9181830248754985,-0.07870140213218578
0.22999999999999998,-0.78,-0.08999999999999986
0.12015556122845931,-0.9923959316276454,-0.026701235828546735
-0.5577123209011743,-0.8267840546692847,-0.07338320011857574
-0.3504157493692827,-0.8278572078849303,-0.43801968671160335
-0.5522180930852658,-0.6836985914389007,-0.4770863797403316
-0.7168222204319161,-0.658897192518226,-0.2280797974101548
-0.7394500536640638,-0.671500589273312,-0.047964327805236254
-0.4879500364742666,-0.8725694769892768,0.022962354657613076
-0.7400293356709942,-0.6632338385730607,-0.11170254123335771
-0.7642697324764384,-0.6404795645401138,-0.07535053700471958
-0.7091903749624924,-0.7041247294270461,0.035459518748124766
-0.7520933032747849,-0.6587299966613633,-0.020747401469648798
