Timestamp,qw,qx,qy,qz,yaw,pitch,roll
29142,0.683996,0.055289,0.094291,0.721244,273.338745,2.822134,12.234120
29262,0.682306,0.055164,0.096248,0.722595,273.606201,2.958823,12.395601
29382,0.678915,0.055047,0.096690,0.725733,274.138580,2.945691,12.437304
29502,0.676553,0.052249,0.093982,0.728496,274.541473,2.925651,11.999337
29622,0.674514,0.050919,0.096081,0.730204,274.875427,3.167401,12.083011
29749,0.671507,0.050225,0.098719,0.732668,275.351044,3.381534,12.267651
29869,0.668126,0.049602,0.098416,0.735835,275.880493,3.354345,12.209007
29989,0.665560,0.048027,0.099797,0.738076,276.294708,3.551512,12.219138
30109,0.662761,0.046337,0.098555,0.740864,276.742706,3.553323,11.996526
30229,0.660825,0.046927,0.100802,0.742252,277.033417,3.644331,12.244907
30349,0.657219,0.045740,0.101503,0.745426,277.597168,3.739995,12.233693
30469,0.653746,0.044981,0.101400,0.748534,278.133087,3.740693,12.184737
30592,0.650550,0.044008,0.102656,0.751200,278.628204,3.867420,12.237964
30712,0.646816,0.042654,0.102132,0.754566,279.205292,3.884852,12.110161
30832,0.644148,0.040834,0.101285,0.757060,279.624634,3.936881,11.914504
30952,0.641904,0.040948,0.103255,0.758692,279.961182,4.038416,12.108791
31072,0.639297,0.041049,0.104545,0.760708,280.350555,4.083919,12.244250
31192,0.636954,0.040021,0.105558,0.762586,280.711487,4.211154,12.271864
31312,0.634020,0.039905,0.105030,0.765105,281.147797,4.135763,12.232013
31435,0.631785,0.040251,0.106538,0.766726,281.476776,4.180252,12.403944
31555,0.628070,0.039703,0.106395,0.769820,282.030823,4.158641,12.371392
31675,0.625216,0.037796,0.106149,0.772270,282.470428,4.264134,12.227763
31795,0.622173,0.037029,0.107041,0.774638,282.925842,4.348855,12.270347
31915,0.619076,0.037002,0.107663,0.777030,283.379700,4.347187,12.341879
